barangay,household_id,member_id,nuclear_family,relationship_nuclear_head,national_id_issued,philsys_card_number,solo_parent,solo_parent_id,senior_citizen_id,pregnant,lactating,disability,pwd_id,type_of_disability,seeing,hearing,walking,remembering,self_caring,communication
Surop,SUR-0032,SUR-0032-4,02,05,8,7933479431474075,8,2,,,,1,2,"E,C,D",2,3,2,4,4,4
Surop,SUR-0033,SUR-0033-1,03,05,2,2993211955241309,2,1,2,,,2,2,,2,3,3,4,3,1
Surop,SUR-0033,SUR-0033-2,03,07,2,3399876254327431,1,2,,1,2,2,2,,2,4,2,3,1,3
Surop,SUR-0033,SUR-0033-3,03,06,1,5476025241507979,2,8,,1,1,1,2,"F,C,G",2,2,2,2,2,1
Surop,SUR-0033,SUR-0033-4,01,04,8,8917122870625065,1,1,,,,1,2,"A,F,D",1,2,2,1,3,1
Surop,SUR-0033,SUR-0033-5,03,07,1,9821074278900106,1,1,,,,1,1,"C,G,E",,,,,,
Surop,SUR-0034,SUR-0034-1,03,02,8,8285652894945392,1,8,,,,1,2,"D,C,E",,,,,,
Surop,SUR-0034,SUR-0034-2,06,01,8,1610975023998031,2,1,,2,1,2,2,,1,1,4,4,2,2
Surop,SUR-0034,SUR-0034-3,06,00,8,8083121324828198,8,1,,,,1,1,"D,C,F",2,1,3,4,1,1
Surop,SUR-0034,SUR-0034-4,05,10,2,3794746193097804,8,8,,,,1,2,"D,B,C",4,1,4,2,2,2
Surop,SUR-0035,SUR-0035-1,05,05,8,3145513515207534,1,1,,,,2,1,,2,4,1,4,4,3
Surop,SUR-0036,SUR-0036-1,02,05,2,8493236827736083,2,2,,,,1,1,"E,D,G",1,1,4,2,2,3
Surop,SUR-0036,SUR-0036-2,05,09,2,4831662469894791,1,1,,,,1,1,"D,A,B",,,,,,
Surop,SUR-0036,SUR-0036-3,06,04,2,5031501556920575,1,1,1,,,2,1,,2,3,3,3,3,3
Surop,SUR-0036,SUR-0036-4,03,03,1,2163803218435923,2,8,,,,2,2,,4,3,1,3,2,2
Surop,SUR-0036,SUR-0036-5,04,06,2,6367850002509077,2,8,,1,2,1,1,"G,F,C",2,3,1,1,2,1
Surop,SUR-0037,SUR-0037-1,02,00,8,8571218536837156,2,8,,,,2,1,,4,2,4,1,2,3
Surop,SUR-0037,SUR-0037-2,05,07,1,5853451817839981,2,2,,1,2,2,2,,1,3,4,3,1,4
Surop,SUR-0037,SUR-0037-3,06,03,1,1956715038637810,2,2,,2,1,2,2,,4,4,4,1,4,3
Surop,SUR-0037,SUR-0037-4,03,09,8,9335779658696659,8,8,,1,2,1,2,"D,E,Z",1,3,4,4,3,4
Surop,SUR-0038,SUR-0038-1,02,08,2,3081559567977271,8,8,2,2,2,1,1,"D,Z,E",3,2,3,4,4,3
Surop,SUR-0038,SUR-0038-2,06,07,1,6162643473382818,1,2,,2,1,2,2,,3,2,2,4,2,1
Surop,SUR-0039,SUR-0039-1,04,01,8,8049718240414037,1,8,,1,1,1,1,"F,C,E",3,1,1,2,3,1
Surop,SUR-0039,SUR-0039-2,05,00,1,5672190564711507,8,8,8,,,1,1,"C,D,B",3,2,3,2,1,3
Surop,SUR-0039,SUR-0039-3,01,08,1,2348427430241819,1,2,,2,2,1,2,"G,D,Z",4,4,1,4,4,1
Surop,SUR-0040,SUR-0040-1,02,00,1,2372783104962126,2,8,,,,2,2,,,,,,,
Surop,SUR-0040,SUR-0040-2,06,02,8,1522941944441800,2,2,,,,1,1,"B,F,A",4,3,3,4,4,1
Surop,SUR-0040,SUR-0040-3,04,10,1,9096394432380775,8,8,,,,2,1,,3,3,2,1,2,4
Surop,SUR-0041,SUR-0041-1,03,01,8,9929945566334319,2,2,,2,2,2,1,,2,3,4,1,4,3
Surop,SUR-0041,SUR-0041-2,02,04,2,8873012599425110,1,2,,,,2,1,,3,4,3,2,1,2
Surop,SUR-0042,SUR-0042-1,01,10,2,3862325998366838,1,2,,,,1,1,"D,B,A",3,2,4,3,4,4
Surop,SUR-0042,SUR-0042-2,01,07,2,6137119999576094,8,1,,,,2,1,,4,3,1,3,3,3
Surop,SUR-0043,SUR-0043-1,06,05,8,2512531093101909,8,8,1,,,1,2,"B,F,C",3,4,2,4,2,4
Surop,SUR-0043,SUR-0043-2,01,02,8,1599057287924187,1,1,,,,2,1,,4,4,1,3,2,1
Surop,SUR-0043,SUR-0043-3,02,02,1,9300103143903561,8,8,,,,2,2,,,,,,,
Surop,SUR-0043,SUR-0043-4,05,08,8,2337567536893210,2,8,,,,2,2,,,,,,,
Surop,SUR-0043,SUR-0043-5,01,10,2,8726512422332534,2,8,,2,2,1,1,"C,Z,E",2,2,3,4,4,2
Surop,SUR-0043,SUR-0043-6,05,01,2,3304706756667353,2,1,,,,1,1,"F,A,G",4,4,2,2,3,3
Surop,SUR-0044,SUR-0044-1,03,05,2,6487995447255471,2,8,,2,1,1,1,"B,G,Z",1,4,2,3,4,3
Surop,SUR-0044,SUR-0044-2,06,04,2,7080603197508418,8,1,,,,1,1,"A,B,G",1,1,2,3,4,4
Surop,SUR-0044,SUR-0044-3,05,05,1,8607305669006119,2,2,,,,1,1,"A,Z,F",4,2,4,1,4,1
Surop,SUR-0044,SUR-0044-4,05,01,1,8589012267243706,1,1,,,,2,2,,4,4,3,1,2,1
Surop,SUR-0044,SUR-0044-5,03,04,1,8857044649452641,2,8,,,,1,1,"D,G,F",,,,,,
Surop,SUR-0045,SUR-0045-1,02,10,2,8895523005638326,8,8,1,,,1,1,"B,F,A",3,1,2,1,1,1
Surop,SUR-0045,SUR-0045-2,03,01,8,8834113467349050,1,8,,,,1,1,"Z,A,C",2,1,4,1,1,4
Surop,SUR-0045,SUR-0045-3,01,06,8,2050671338224091,2,8,,,,2,2,,2,2,2,1,1,4
Surop,SUR-0045,SUR-0045-4,01,10,1,4561183870367171,1,2,,1,1,1,1,"F,B,E",2,1,3,1,3,3
Surop,SUR-0046,SUR-0046-1,05,09,8,4099603264794251,1,8,,,,1,2,"Z,C,F",,,,,,
Surop,SUR-0046,SUR-0046-2,02,02,2,3070312561548564,2,1,,,,2,2,,2,4,2,3,2,3
Surop,SUR-0046,SUR-0046-3,02,10,8,1781888566103055,1,1,,,,1,1,"E,D,F",1,1,4,3,3,4
Surop,SUR-0046,SUR-0046-4,02,08,2,4243012843876281,1,1,,,,1,1,"E,C,G",3,2,2,2,2,2
Surop,SUR-0046,SUR-0046-5,04,04,2,4790968657219610,1,2,1,,,2,2,,4,2,4,1,2,1
Surop,SUR-0046,SUR-0046-6,03,03,2,3276280066416274,8,1,,,,2,2,,2,2,1,4,4,3
Surop,SUR-0047,SUR-0047-1,06,09,1,5179077952901708,2,8,,,,1,2,"F,G,C",3,4,2,2,4,4
Surop,SUR-0048,SUR-0048-1,04,00,8,4615071593168763,1,8,,,,1,1,"Z,E,C",4,4,1,2,2,4
Surop,SUR-0048,SUR-0048-2,01,02,8,9011815003161063,8,8,,1,1,2,2,,2,4,4,2,2,1
Surop,SUR-0049,SUR-0049-1,05,02,1,5289487320628364,1,8,,,,2,1,,4,2,2,1,4,4
Surop,SUR-0050,SUR-0050-1,01,01,2,5926413255829548,2,1,,2,2,2,1,,2,4,4,4,2,4
Surop,SUR-0050,SUR-0050-2,05,07,8,9180239402580976,1,2,,,,2,1,,4,1,4,1,1,1
Surop,SUR-0050,SUR-0050-3,06,02,1,4923916751876440,2,2,,,,2,1,,3,1,3,1,3,2
Surop,SUR-0050,SUR-0050-4,05,07,8,9578291072891278,1,8,,,,1,1,"E,C,B",4,3,1,4,3,2
Surop,SUR-0050,SUR-0050-5,05,10,2,1688174158264658,1,8,,,,1,2,"E,B,Z",,,,,,
Surop,SUR-0050,SUR-0050-6,02,06,1,2900361559002573,8,1,,,,1,2,"Z,C,B",3,4,3,2,4,2
Surop,SUR-0051,SUR-0051-1,05,00,8,6555035269593306,1,8,,2,2,1,1,"C,Z,E",3,2,3,3,2,4
Surop,SUR-0051,SUR-0051-2,01,10,1,2576773408305254,2,8,,,,2,1,,1,2,1,1,1,2
Surop,SUR-0051,SUR-0051-3,05,09,2,2851397724526359,1,8,,2,1,2,2,,3,1,3,3,3,2
Surop,SUR-0051,SUR-0051-4,05,04,1,2208599400498871,8,2,,,,2,1,,1,3,2,1,1,3
Surop,SUR-0051,SUR-0051-5,04,08,1,4641508097657659,1,2,,,,2,1,,3,2,1,4,3,3
Surop,SUR-0051,SUR-0051-6,06,06,8,5369699478272600,1,8,1,2,2,2,1,,1,3,2,2,3,1
Surop,SUR-0052,SUR-0052-1,04,05,2,9270384272057737,8,2,,,,2,1,,,,,,,
Surop,SUR-0052,SUR-0052-2,05,01,2,3853362195058148,8,8,,,,2,2,,4,3,1,2,3,2
Surop,SUR-0052,SUR-0052-3,05,04,1,4674770625954534,8,8,,,,2,1,,3,2,4,3,2,4
Surop,SUR-0052,SUR-0052-4,05,01,2,3725050467202949,8,2,,,,2,1,,2,2,2,4,4,1
Surop,SUR-0052,SUR-0052-5,05,09,2,6268027189683978,8,2,,,,1,1,"G,A,C",4,4,4,2,3,4
Surop,SUR-0053,SUR-0053-1,05,10,8,9160725686803481,8,2,,1,1,1,1,"C,A,D",3,3,4,3,3,1
Surop,SUR-0053,SUR-0053-2,02,01,2,3602258549407379,2,1,,,,2,2,,4,1,1,1,3,4
Surop,SUR-0053,SUR-0053-3,04,10,2,8898190762361834,8,2,,2,1,2,1,,3,3,2,4,2,1
Surop,SUR-0053,SUR-0053-4,05,00,2,1162724183685201,1,8,,,,1,2,"B,A,F",,,,,,
Surop,SUR-0054,SUR-0054-1,02,08,1,1408065001907443,2,8,,2,1,1,1,"A,G,E",3,4,1,1,4,4
Surop,SUR-0054,SUR-0054-2,06,04,1,5225072642792433,8,2,,1,2,1,2,"Z,B,E",4,1,4,4,4,1
Surop,SUR-0054,SUR-0054-3,04,03,8,8970294494094799,2,8,,,,1,2,"A,C,G",4,4,3,1,3,4
Surop,SUR-0054,SUR-0054-4,03,02,1,7182277583819774,2,8,,,,2,2,,,,,,,
Surop,SUR-0055,SUR-0055-1,06,10,2,4070911027059098,8,2,,,,1,2,"Z,D,A",,,,,,
Surop,SUR-0055,SUR-0055-2,05,02,8,6106174725768585,8,8,,,,2,1,,,,,,,
Surop,SUR-0055,SUR-0055-3,04,01,2,1744206614989274,2,1,,1,2,1,1,"A,B,E",1,1,2,1,1,4
Surop,SUR-0055,SUR-0055-4,01,05,1,3984674589835585,2,8,,2,2,1,2,"B,D,F",2,3,4,4,2,2
Surop,SUR-0055,SUR-0055-5,02,00,8,8262761913475203,2,1,,,,1,2,"Z,D,B",3,2,3,1,2,3
Surop,SUR-0056,SUR-0056-1,04,02,8,3596232358018386,1,1,,,,1,1,"G,E,C",4,1,1,4,2,3
Surop,SUR-0056,SUR-0056-2,02,06,8,5399415734558737,8,1,,,,2,1,,3,3,3,3,3,1
Surop,SUR-0057,SUR-0057-1,01,08,8,9702206611562567,8,8,,,,1,1,"Z,B,A",2,3,2,3,1,4
Surop,SUR-0058,SUR-0058-1,06,00,2,8710977471493608,2,1,,,,2,1,,4,3,4,1,4,1
Tagabebe,TAG-0001,TAG-0001-1,01,08,2,8206984302957712,8,8,,1,2,1,1,"Z,A,B",4,4,1,1,2,1
Tagabebe,TAG-0001,TAG-0001-2,05,06,1,1447447732345056,1,2,,,,1,1,"D,G,A",1,4,3,1,1,1
Tagabebe,TAG-0001,TAG-0001-3,05,02,2,7275786534170495,2,1,,,,2,2,,2,4,4,3,2,3
Tagabebe,TAG-0001,TAG-0001-4,03,01,1,8029304841226828,8,2,8,,,2,2,,4,2,4,2,1,2
Tagabebe,TAG-0001,TAG-0001-5,06,10,2,1449740800259659,1,2,,1,2,2,2,,2,4,3,1,4,2
Tagabebe,TAG-0002,TAG-0002-1,01,09,8,7837592596104075,2,1,,2,1,1,2,"Z,B,C",3,4,4,4,4,4
Tagabebe,TAG-0002,TAG-0002-2,05,07,2,8585347980142157,2,8,2,2,1,1,2,"A,F,B",2,1,2,4,4,1
Tagabebe,TAG-0002,TAG-0002-3,05,04,1,3831850639569771,2,2,,,,2,1,,3,3,1,3,1,4
Tagabebe,TAG-0002,TAG-0002-4,01,01,8,6884820963987118,8,2,,,,1,1,"B,E,A",,,,,,
Tagabebe,TAG-0002,TAG-0002-5,03,07,1,2047470152388690,2,8,2,,,2,1,,2,1,2,2,4,4
Tagabebe,TAG-0002,TAG-0002-6,04,01,1,1882179133668141,2,8,,1,2,2,1,,1,1,2,3,3,1
Tagabebe,TAG-0003,TAG-0003-1,02,08,8,9479436790169723,1,8,,,,2,2,,,,,,,
Tagabebe,TAG-0003,TAG-0003-2,03,01,1,3090119443610460,1,1,,,,1,2,"E,Z,G",3,2,1,1,2,4
Tagabebe,TAG-0003,TAG-0003-3,04,01,8,1982157676894891,1,1,,,,2,2,,2,1,2,2,1,1
Tagabebe,TAG-0004,TAG-0004-1,01,04,1,3362792143089205,1,2,,2,2,2,1,,2,3,1,4,3,3
Tagabebe,TAG-0004,TAG-0004-2,02,10,1,1326007647427727,2,2,,,,1,2,"D,F,G",1,1,3,2,2,1
Tagabebe,TAG-0004,TAG-0004-3,04,02,1,1661054179478075,2,1,,,,1,2,"Z,A,G",,,,,,
Tagabebe,TAG-0004,TAG-0004-4,01,10,2,4213008187334945,2,2,,2,2,2,1,,2,2,2,3,1,3
Tagabebe,TAG-0004,TAG-0004-5,02,02,2,5825875430730484,1,2,,,,2,2,,3,3,4,1,4,3
Tagabebe,TAG-0005,TAG-0005-1,06,00,8,1770924513556983,1,1,,,,1,2,"A,D,G",3,4,2,1,4,2
Tagabebe,TAG-0005,TAG-0005-2,03,02,2,4400222499201603,2,8,,,,2,1,,1,3,4,2,2,2
Tagabebe,TAG-0005,TAG-0005-3,04,03,2,3079977776377117,8,1,,2,2,1,2,"G,A,C",2,1,2,1,1,1
Tagabebe,TAG-0005,TAG-0005-4,06,08,2,2654307908117570,2,8,,,,1,1,"B,F,E",2,2,4,4,3,2
Tagabebe,TAG-0005,TAG-0005-5,04,08,8,5274779539920662,2,2,,,,1,2,"D,C,Z",2,1,4,3,3,2
Tagabebe,TAG-0005,TAG-0005-6,01,00,1,9830951568914312,1,2,,1,1,2,1,,3,3,1,4,3,1
Tagabebe,TAG-0006,TAG-0006-1,03,10,1,4481274618846887,8,8,,2,1,1,2,"B,A,Z",1,3,1,1,4,3
Tagabebe,TAG-0006,TAG-0006-2,03,10,2,8221818162089067,8,8,2,1,1,1,2,"D,F,B",3,1,2,3,3,1
Tagabebe,TAG-0006,TAG-0006-3,06,02,8,4889858002392481,2,1,,1,2,1,2,"B,G,E",4,1,2,4,3,3
Tagabebe,TAG-0007,TAG-0007-1,01,04,1,6962082746447856,1,1,,,,2,1,,,,,,,
Tagabebe,TAG-0007,TAG-0007-2,01,09,8,4235415115322556,2,2,,,,1,1,"F,B,E",1,3,1,1,3,1
Tagabebe,TAG-0007,TAG-0007-3,03,02,1,4591096160414156,1,8,2,2,1,2,1,,2,3,4,4,3,4
Tagabebe,TAG-0007,TAG-0007-4,03,09,8,3020504099895057,8,1,,,,2,2,,1,4,3,3,3,4
Tagabebe,TAG-0008,TAG-0008-1,04,01,2,4450598811608370,2,8,,,,2,2,,,,,,,
Tagabebe,TAG-0009,TAG-0009-1,02,00,1,4278388072411400,8,2,,,,2,2,,4,2,3,4,3,2
Tagabebe,TAG-0009,TAG-0009-2,05,09,1,3526375907324263,1,8,,,,2,2,,4,1,2,3,1,3
Tagabebe,TAG-0009,TAG-0009-3,06,06,2,9493565647886994,8,2,,2,1,2,1,,4,4,3,3,3,2
Tagabebe,TAG-0009,TAG-0009-4,02,10,2,4059262386248440,1,8,,,,2,2,,3,2,1,3,1,3
Tagabebe,TAG-0010,TAG-0010-1,02,01,1,9406242759793265,2,2,,,,1,2,"F,D,A",4,2,4,4,3,4
Tagabebe,TAG-0010,TAG-0010-2,04,07,2,9344026505931624,1,8,,,,2,2,,1,1,1,4,3,3
Tagabebe,TAG-0010,TAG-0010-3,02,03,2,7888372086314547,8,1,1,1,1,1,1,"Z,D,B",1,1,3,1,2,4
Tagabebe,TAG-0011,TAG-0011-1,03,04,2,7834081989492704,1,8,,,,2,1,,,,,,,
Tagabebe,TAG-0011,TAG-0011-2,02,01,8,9523324926217920,8,2,,,,2,2,,2,1,1,1,3,2
Tagabebe,TAG-0011,TAG-0011-3,02,08,1,7702635098332787,2,2,,1,2,1,2,"E,F,D",2,4,1,3,4,3
Tagabebe,TAG-0011,TAG-0011-4,03,06,2,2714219532084418,1,8,,,,2,2,,3,2,1,3,1,4
Tagabebe,TAG-0012,TAG-0012-1,06,05,8,4492617943524543,2,8,,,,2,2,,3,4,3,4,1,3
Tagabebe,TAG-0013,TAG-0013-1,01,09,1,6139230721937409,1,2,,,,1,2,"E,G,B",4,1,2,3,1,2
Tagabebe,TAG-0013,TAG-0013-2,01,00,8,5948672802537300,8,8,,1,1,2,2,,2,2,2,1,1,3
Tagabebe,TAG-0013,TAG-0013-3,03,04,8,5588845521524059,8,2,,,,1,2,"B,Z,C",,,,,,
Tagabebe,TAG-0013,TAG-0013-4,06,03,8,5833656553897832,8,8,,,,2,2,,1,3,4,2,3,1
Tagabebe,TAG-0013,TAG-0013-5,01,09,8,9540461781779620,1,1,,,,1,2,"D,G,B",,,,,,
Tagabebe,TAG-0013,TAG-0013-6,01,00,1,8724283561463172,8,8,,,,2,1,,3,3,4,2,4,2
Tagabebe,TAG-0014,TAG-0014-1,04,07,1,7860649335121584,1,8,,2,2,1,2,"B,C,D",2,2,4,3,4,4
Tagabebe,TAG-0014,TAG-0014-2,04,01,1,2891332481260975,8,8,1,1,1,1,1,"D,F,B",3,4,4,3,4,3
Tagabebe,TAG-0015,TAG-0015-1,03,10,1,4569093425447259,8,8,,,,1,1,"F,Z,G",4,3,1,3,2,3
Tagabebe,TAG-0015,TAG-0015-2,05,10,1,4149747766665373,8,2,,,,2,1,,2,2,1,4,4,4
Tagabebe,TAG-0015,TAG-0015-3,04,01,1,9341924032968090,2,2,,,,1,2,"A,Z,G",2,4,3,2,3,4
Tagabebe,TAG-0015,TAG-0015-4,03,05,8,6180162143510080,8,1,,2,2,2,1,,4,4,4,2,1,1
Tagabebe,TAG-0016,TAG-0016-1,05,04,1,5071811966531232,8,2,1,,,1,2,"G,Z,E",1,2,3,1,1,2
Tagabebe,TAG-0016,TAG-0016-2,01,10,8,7318370145943564,8,1,,,,2,2,,1,3,4,1,3,2
Tagabebe,TAG-0016,TAG-0016-3,05,02,2,7125429572343741,2,8,,,,1,1,"F,E,C",4,4,3,4,2,1
Tagabebe,TAG-0016,TAG-0016-4,03,10,2,3323264749687787,1,8,1,2,1,1,2,"C,Z,G",4,3,4,2,1,3
Tagabebe,TAG-0017,TAG-0017-1,02,10,2,4415615011025526,1,2,,,,2,1,,,,,,,
Tagabebe,TAG-0017,TAG-0017-2,04,05,8,7126338966718852,2,8,8,1,2,2,2,,2,4,4,2,4,3
Tagabebe,TAG-0017,TAG-0017-3,02,07,2,9417682966566814,1,1,,2,1,2,1,,3,2,4,2,2,2
Tagabebe,TAG-0017,TAG-0017-4,01,01,1,6624778809071533,1,2,,,,2,2,,,,,,,
Tagabebe,TAG-0018,TAG-0018-1,06,04,8,4286938431823664,1,8,,,,1,1,"D,F,Z",2,4,4,4,2,3
Tagabebe,TAG-0018,TAG-0018-2,03,09,8,7867302570094680,2,8,,1,1,2,1,,2,1,3,4,4,2
Tagabebe,TAG-0018,TAG-0018-3,02,02,2,1594497332845918,2,1,,,,1,1,"C,D,F",3,2,3,4,1,4
Tagabebe,TAG-0018,TAG-0018-4,05,10,2,6278729620147416,8,2,,1,1,1,1,"D,F,E",4,1,4,3,3,2
Tagabebe,TAG-0018,TAG-0018-5,04,00,8,6908024363563839,1,1,,,,2,2,,,,,,,
Tagabebe,TAG-0019,TAG-0019-1,01,07,8,8189145706799323,1,2,,2,2,2,1,,2,4,2,4,3,1
Tagabebe,TAG-0019,TAG-0019-2,04,08,8,6723814931843413,1,1,2,1,1,1,1,"Z,D,B",3,1,3,1,3,1
Tagabebe,TAG-0019,TAG-0019-3,03,01,1,4416870572822486,8,1,,,,2,1,,4,4,2,4,1,2
Tagabebe,TAG-0020,TAG-0020-1,04,09,2,1257780102338965,1,8,,1,1,2,1,,1,2,2,3,1,3
Tagabebe,TAG-0020,TAG-0020-2,05,03,1,1954475895903206,8,1,,,,1,2,"G,F,A",2,1,1,1,3,3
Tagabebe,TAG-0020,TAG-0020-3,06,07,2,3271282760710716,2,8,1,,,1,1,"B,Z,G",2,4,2,4,3,1
Tagabebe,TAG-0020,TAG-0020-4,01,09,1,5840852496812672,8,1,,,,1,2,"A,E,D",1,4,4,3,1,1
Tagabebe,TAG-0020,TAG-0020-5,01,08,8,3466717235938237,8,8,,,,2,2,,1,3,3,3,2,3
Tagabebe,TAG-0021,TAG-0021-1,06,01,2,2880952479481704,1,1,,,,1,2,"Z,C,A",,,,,,
Tagabebe,TAG-0021,TAG-0021-2,04,09,8,3276090052569023,2,8,,,,2,2,,4,4,4,2,1,4
Tagabebe,TAG-0021,TAG-0021-3,05,07,1,9902671888435823,1,8,,,,1,2,"Z,G,C",2,1,1,1,3,3
Tagabebe,TAG-0022,TAG-0022-1,06,01,2,9315629890921272,8,8,,2,2,2,2,,4,2,3,3,3,4
Tagabebe,TAG-0022,TAG-0022-2,06,03,8,8737450021828853,8,8,,2,2,1,2,"G,B,D",2,2,2,4,1,2
Tagabebe,TAG-0023,TAG-0023-1,06,10,8,6629773957235009,2,1,,,,2,2,,2,1,4,3,1,3
Tagabebe,TAG-0023,TAG-0023-2,03,09,1,6800924790652115,1,8,,,,2,2,,2,4,3,2,2,2
Tagabebe,TAG-0023,TAG-0023-3,04,10,8,5237686916904043,2,2,,,,2,1,,4,3,4,4,4,2
Tagabebe,TAG-0023,TAG-0023-4,02,02,1,1152753775471931,8,1,,,,1,1,"A,B,C",,,,,,
Tagabebe,TAG-0024,TAG-0024-1,06,08,8,2933339037048622,2,2,,,,1,1,"Z,A,F",2,2,4,1,4,2
Tagabebe,TAG-0024,TAG-0024-2,01,05,8,7027292547484536,1,8,8,1,1,1,1,"Z,C,F",2,2,2,2,4,1
Tagabebe,TAG-0024,TAG-0024-3,05,02,2,8716082124390330,2,8,,,,2,2,,4,1,4,4,3,4
Tagabebe,TAG-0024,TAG-0024-4,03,05,8,1616152900477925,1,1,,1,1,2,2,,2,1,3,1,4,3
Tagabebe,TAG-0024,TAG-0024-5,05,09,2,2112808876940449,2,8,,,,2,2,,2,1,1,4,4,4
Tagabebe,TAG-0024,TAG-0024-6,01,01,2,4362497275157204,2,8,,,,1,1,"A,B,Z",2,3,3,4,1,2
Tagabebe,TAG-0025,TAG-0025-1,05,01,8,1764161397918532,8,8,,,,2,2,,3,4,1,3,4,3
Tagabebe,TAG-0025,TAG-0025-2,05,00,8,3577210363742563,1,2,,,,2,2,,3,1,2,3,3,1
Tagabebe,TAG-0025,TAG-0025-3,04,04,1,6576365273532210,8,8,,,,2,2,,2,3,1,3,3,3
Tagabebe,TAG-0026,TAG-0026-1,05,09,8,6755595263300279,8,1,,2,1,2,2,,2,3,1,4,2,1
Tagabebe,TAG-0026,TAG-0026-2,05,00,8,5000068921636227,1,1,,,,2,2,,2,4,1,3,2,3
Tagabebe,TAG-0026,TAG-0026-3,05,09,8,1417723842106964,8,2,2,,,1,1,"Z,B,D",2,3,3,4,2,1
Tagabebe,TAG-0026,TAG-0026-4,06,08,8,8544857796660798,1,8,,,,2,2,,,,,,,
Tagabebe,TAG-0026,TAG-0026-5,03,00,8,6932716115153991,2,8,,2,2,1,2,"D,F,G",4,4,4,1,3,4
Tagabebe,TAG-0027,TAG-0027-1,05,01,1,6857293430122142,1,1,,,,1,2,"C,F,D",3,3,4,4,1,4
Tagabebe,TAG-0027,TAG-0027-2,01,01,8,4903609297246470,2,2,,,,1,2,"A,C,B",1,1,4,4,2,2
Tagabebe,TAG-0027,TAG-0027-3,05,10,2,5892056028131661,8,1,,1,2,2,2,,4,4,1,2,2,2
Tagabebe,TAG-0028,TAG-0028-1,05,00,2,2861285407657515,8,8,,,,2,1,,1,2,3,1,2,2
Tagabebe,TAG-0028,TAG-0028-2,04,09,1,3861178426379560,8,8,,,,1,2,"F,Z,B",3,4,4,3,3,1
Tagabebe,TAG-0029,TAG-0029-1,01,05,1,6931644305201978,1,2,,,,1,2,"D,C,E",,,,,,
Tagabebe,TAG-0029,TAG-0029-2,02,05,8,6342237184679896,1,2,,,,2,2,,4,4,1,3,3,1
Tagabebe,TAG-0029,TAG-0029-3,01,08,2,2242218521261373,2,8,,,,2,2,,2,3,1,4,4,4
Tagabebe,TAG-0029,TAG-0029-4,05,08,1,5579220734291115,2,8,,,,2,2,,,,,,,
Tagabebe,TAG-0029,TAG-0029-5,02,05,8,2302771285348189,2,2,,,,1,1,"B,Z,F",1,3,1,4,3,1
Tagabebe,TAG-0030,TAG-0030-1,01,08,2,1123826895367516,8,8,,1,1,1,1,"Z,A,C",4,2,2,2,2,3
Tagabebe,TAG-0030,TAG-0030-2,03,08,8,9719103547361047,8,1,,,,2,1,,3,2,3,1,4,2
Tagabebe,TAG-0030,TAG-0030-3,04,02,8,3424982123321613,8,8,,2,1,1,1,"F,E,C",1,3,2,1,4,1
Tagabebe,TAG-0030,TAG-0030-4,01,10,1,9274497657030760,2,2,,2,1,2,1,,2,3,1,4,2,2
Tagabebe,TAG-0030,TAG-0030-5,05,08,1,7322777051889054,8,2,,,,1,1,"F,G,Z",,,,,,
Tagabebe,TAG-0031,TAG-0031-1,06,07,8,3837873097168221,2,8,,,,2,2,,,,,,,
Tagabebe,TAG-0031,TAG-0031-2,01,03,1,9966435076182026,2,8,,,,2,1,,2,1,4,3,1,2
Tagabebe,TAG-0032,TAG-0032-1,02,03,1,5540571826585352,1,1,,,,2,1,,4,4,3,2,2,2
Tagabebe,TAG-0032,TAG-0032-2,05,03,8,8181871673009082,2,2,,2,2,1,2,"Z,D,C",1,2,3,3,1,4
Tagabebe,TAG-0032,TAG-0032-3,05,10,8,3458280924126983,1,8,1,2,1,1,1,"D,G,Z",4,3,2,1,4,1
Tagabebe,TAG-0032,TAG-0032-4,05,00,8,7484790580003102,2,8,,,,2,1,,3,3,2,1,2,1
Tagabebe,TAG-0032,TAG-0032-5,03,07,2,7401276466249266,1,8,,1,2,2,2,,2,2,2,1,4,1
Tagabebe,TAG-0033,TAG-0033-1,01,10,2,9671485935110778,2,8,,,,2,1,,4,3,1,2,3,3
Tagabebe,TAG-0034,TAG-0034-1,03,07,1,4114419329060588,8,1,,,,1,2,"C,G,E",,,,,,
Tagabebe,TAG-0034,TAG-0034-2,01,03,8,1177239170311824,8,8,,1,2,1,1,"Z,B,E",2,1,3,3,4,3
Tagabebe,TAG-0034,TAG-0034-3,05,03,2,8804501378601916,2,8,2,,,2,1,,4,3,1,4,3,2
Tagabebe,TAG-0035,TAG-0035-1,05,04,2,8752732495495146,8,2,,,,1,2,"F,Z,C",4,1,2,4,2,2
Tagabebe,TAG-0036,TAG-0036-1,05,01,2,6879744269636059,2,1,,,,1,2,"C,E,F",,,,,,
Tagabebe,TAG-0036,TAG-0036-2,04,04,1,7765740996612983,8,8,,1,1,1,2,"E,C,G",1,4,2,2,3,4
Tagabebe,TAG-0036,TAG-0036-3,04,02,2,3523158039317826,2,8,1,,,1,1,"E,F,B",3,1,2,2,3,3
Tagabebe,TAG-0036,TAG-0036-4,02,01,8,6941158281245244,8,2,8,,,2,1,,1,3,3,2,3,1
Tagabebe,TAG-0036,TAG-0036-5,06,06,8,6063474468899430,8,8,,,,1,2,"G,A,B",1,1,2,4,1,3
