barangay,household_id,member_id,last_name,first_name,suffix,middle_name,relationship,gender,birthday,age,local_civil_registry,marital_status,ethnicity,religion,can_read_write,highest_grade_completed
Poblacion,POB-0109,POB-0109-2,Herrera,Baltazar,,Munoz,02,1,1970-09-17,54,1,2,Tausug,Roman Catholic,1,10000107
Poblacion,POB-0109,POB-0109-3,Ortiz,Nena,,Castillo,06,2,1976-07-09,48,8,2,Tausug,Evangelical,1,21400103
Poblacion,POB-0109,POB-0109-4,Rodriguez,Francisca,,Reyes,07,2,2001-02-05,23,8,2,Sarangani,Roman Catholic,2,20400105
Poblacion,POB-0110,POB-0110-1,Medina,Katherine,,Dela Cruz,02,2,2017-04-12,7,8,1,Bisaya/Binisaya,Roman Catholic,2,10000102
Poblacion,POB-0110,POB-0110-2,Medina,Urbano,IV,Rivera,02,1,1998-02-20,26,8,2,Tausug,Islam,2,21400105
Poblacion,POB-0110,POB-0110-3,Medina,Diana,,Moreno,03,2,2024-10-21,0,2,1,Maguindanao,Roman Catholic,,00000000
Poblacion,POB-0110,POB-0110-4,Medina,Angela,,Torres,06,2,1950-12-04,74,2,2,Cebuano,Roman Catholic,2,10000103
Poblacion,POB-0110,POB-0110-5,Medina,Bartolome,Sr.,Castro,08,1,1960-01-02,64,8,2,Mandaya,Islam,1,20400102
Poblacion,POB-0111,POB-0111-1,Gonzales,Soledad,,Rojas,01,2,1939-03-13,85,8,2,Davawenyo,Islam,2,11000201
Poblacion,POB-0111,POB-0111-2,Gonzales,Nicanor,Jr.,Torres,02,1,1966-09-09,58,2,2,Bisaya/Binisaya,Roman Catholic,2,20400101
Poblacion,POB-0112,POB-0112-1,Moreno,Dolores,,Herrera,01,2,1960-12-01,64,2,2,Sangil,Roman Catholic,1,21400102
Poblacion,POB-0112,POB-0112-2,Rodriguez,Domingo,III,Castro,02,1,1977-05-03,47,2,1,Tagalog,Roman Catholic,2,30400108
Poblacion,POB-0113,POB-0113-1,Herrera,Belinda,,Munoz,01,2,1993-02-07,31,2,2,Kalagan,Roman Catholic,2,30400107
Poblacion,POB-0113,POB-0113-2,Ramirez,Dorothy,,Rojas,02,2,1977-11-27,47,2,1,Sangil,Roman Catholic,2,20400103
Poblacion,POB-0113,POB-0113-3,Herrera,Esteban,Jr.,Ramos,04,1,2019-10-08,5,2,1,Maranao,Roman Catholic,1,00000000
Poblacion,POB-0113,POB-0113-4,Sanchez,Stella,,Munoz,07,2,1998-10-05,26,2,2,Kalagan,Roman Catholic,1,10000101
Poblacion,POB-0113,POB-0113-5,Herrera,Purificacion,,Ramos,04,2,2014-11-10,10,1,1,Tagalog,Bible Baptist Church,1,10000105
Poblacion,POB-0113,POB-0113-6,Herrera,Nina,,Ramos,04,2,2019-07-19,5,8,1,Cebuano,Roman Catholic,2,00000000
Poblacion,POB-0114,POB-0114-1,Flores,Cristina,,Gomez,02,2,2023-02-21,1,1,1,Mandaya,Roman Catholic,,00000000
Poblacion,POB-0114,POB-0114-2,Flores,Alma,,Romero,04,2,2011-07-28,13,1,1,Others,Islam,2,11000202
Poblacion,POB-0114,POB-0114-3,Flores,Gilberto,Jr.,Castillo,07,1,1970-03-04,54,1,2,Davawenyo,Roman Catholic,1,10000107
Poblacion,POB-0114,POB-0114-4,Flores,Quintin,III,Romero,03,1,2022-09-18,2,8,1,Cebuano,Roman Catholic,,00000000
Poblacion,POB-0115,POB-0115-1,Rivera,Julio,Sr.,Jimenez,01,1,1967-10-19,57,1,2,Mandaya,Iglesia ni Cristo,2,11000201
Poblacion,POB-0115,POB-0115-2,Rivera,Maricris,,Perez,05,2,2009-06-23,15,2,1,Others,Roman Catholic,1,10000101
Poblacion,POB-0115,POB-0115-3,Ramirez,Amalia,,Molina,07,2,1990-03-07,34,1,1,Bisaya/Binisaya,Roman Catholic,2,10000108
Poblacion,POB-0115,POB-0115-4,Rivera,Reynaldo,Sr.,Perez,04,1,2013-02-04,11,2,1,Maguindanao,Islam,1,10000103
Poblacion,POB-0115,POB-0115-5,Bautista,Priscilla,,Alvarez,06,2,1996-05-18,28,8,2,Sangirese,Roman Catholic,1,10000108
Poblacion,POB-0115,POB-0115-6,Rivera,Jacinto,Sr.,Perez,04,1,2018-12-02,6,2,1,Sangirese,Islam,2,01000000
Poblacion,POB-0116,POB-0116-1,Reyes,Celestino,III,Rivera,02,1,2022-09-01,2,8,1,Bisaya/Binisaya,Roman Catholic,,00000000
Poblacion,POB-0116,POB-0116-2,Reyes,Lorenzo,Sr.,Castillo,04,1,2015-06-07,9,2,1,Tagalog,Roman Catholic,1,00000000
Poblacion,POB-0116,POB-0116-3,Reyes,Natalia,,Castillo,04,2,2013-04-19,11,1,1,Maguindanao,Roman Catholic,2,10000103
Poblacion,POB-0116,POB-0116-4,Reyes,Oscar,Jr.,Mendoza,06,1,2003-08-20,21,8,2,Tagalog,Roman Catholic,2,11000203
Poblacion,POB-0116,POB-0116-5,Reyes,Remedios,,Castillo,04,2,2012-03-02,12,2,1,Cebuano,Roman Catholic,2,10000103
Poblacion,POB-0117,POB-0117-1,Herrera,Salvador,,Moreno,01,1,2005-01-08,19,8,1,Sarangani,Roman Catholic,2,21400105
Poblacion,POB-0117,POB-0117-2,Herrera,Vicente,IV,Molina,02,1,2003-05-10,21,8,2,Sangil,Roman Catholic,2,20400103
Poblacion,POB-0117,POB-0117-3,Herrera,Rowena,,Garcia,06,2,1999-10-04,25,2,2,Others,Islam,1,11000102
Poblacion,POB-0117,POB-0117-4,Herrera,Inocencio,Jr.,Dela Rosa,07,1,1981-01-27,43,2,2,Davawenyo,Roman Catholic,2,11000103
Poblacion,POB-0118,POB-0118-1,Bautista,Marilou,,Herrera,02,2,2008-06-26,16,1,1,Mandaya,Roman Catholic,1,11000202
Poblacion,POB-0118,POB-0118-2,Bautista,Catalina,,Lopez,02,2,1995-01-05,29,8,2,Kalagan,Bible Baptist Church,2,10000107
Poblacion,POB-0118,POB-0118-3,Bautista,Bianca,,Jimenez,04,2,2012-10-20,12,8,1,Cebuano,Roman Catholic,1,11000102
Poblacion,POB-0118,POB-0118-4,Bautista,Demetrio,III,Flores,07,1,1999-10-18,25,8,2,Bisaya/Binisaya,Roman Catholic,2,21400105
Poblacion,POB-0119,POB-0119-1,Rodriguez,Cecilia,,Rivera,02,2,2007-09-04,17,1,1,Davawenyo,Roman Catholic,1,11000201
Poblacion,POB-0120,POB-0120-1,Flores,Amelia,,Ramos,02,2,2011-12-07,13,2,1,Cebuano,Roman Catholic,1,11000103
Poblacion,POB-0120,POB-0120-2,Flores,Bianca,,Garcia,03,2,2021-11-16,3,8,1,Davawenyo,Roman Catholic,,00000000
Poblacion,POB-0120,POB-0120-3,Flores,Jessica,,Perez,08,2,1955-08-12,69,2,3,Sangil,Islam,1,10000101
Poblacion,POB-0121,POB-0121-1,Cruz,Sofia,,Munoz,01,2,1963-09-09,61,8,2,Surigaonon,Islam,2,21400103
Poblacion,POB-0121,POB-0121-2,Cruz,Antonia,,Sanchez,02,2,1982-06-08,42,2,2,Bisaya/Binisaya,Roman Catholic,1,21400102
Poblacion,POB-0122,POB-0122-1,Vargas,Delfin,Jr.,Gonzalez,02,1,2018-11-15,6,1,1,Davawenyo,Roman Catholic,2,10000103
Poblacion,POB-0123,POB-0123-1,Vargas,Ismael,Sr.,Flores,01,1,2000-09-22,24,2,2,Sangirese,Roman Catholic,2,21400105
Poblacion,POB-0124,POB-0124-1,Herrera,Silvia,,Reyes,01,2,1999-03-01,25,8,1,Sangil,Seventh-day Adventist,2,11000101
Poblacion,POB-0124,POB-0124-2,Perez,Martin,Sr.,Torres,02,1,1983-05-15,41,1,2,Tagalog,Islam,1,20400105
Pundaguitan,PUN-0001,PUN-0001-1,Garcia,Catalina,,Torres,01,2,1980-04-18,44,2,2,Tagalog,Roman Catholic,2,20400105
Pundaguitan,PUN-0001,PUN-0001-2,Garcia,Guadalupe,,Alvarez,05,2,2008-07-03,16,1,1,Tausug,Roman Catholic,1,11000103
Pundaguitan,PUN-0001,PUN-0001-3,Garcia,Basilio,III,Rodriguez,07,1,1991-01-05,33,2,2,Maguindanao,Roman Catholic,2,30400107
Pundaguitan,PUN-0002,PUN-0002-1,Ramirez,Wilfredo,IV,Castillo,01,1,2002-03-06,22,8,1,Sangil,Roman Catholic,1,21400102
Pundaguitan,PUN-0002,PUN-0002-2,Ramirez,Lucila,,Dela Rosa,02,2,2002-07-07,22,2,2,Sangirese,Roman Catholic,2,20400103
Pundaguitan,PUN-0002,PUN-0002-3,Ramirez,Ricardo,IV,Rivera,06,1,1962-02-09,62,1,2,Surigaonon,Roman Catholic,1,10000106
Pundaguitan,PUN-0002,PUN-0002-4,Romero,Quirino,Sr.,Bautista,07,1,1971-05-19,53,2,2,Maranao,Iglesia ni Cristo,2,30400108
Pundaguitan,PUN-0002,PUN-0002-5,Dela Rosa,Armando,Sr.,Rojas,06,1,2003-08-20,21,1,1,Tagalog,Roman Catholic,1,11000108
Pundaguitan,PUN-0002,PUN-0002-6,Ramirez,Pamela,,Rojas,08,2,1995-07-13,29,2,2,Sangil,Roman Catholic,1,30400107
Pundaguitan,PUN-0003,PUN-0003-1,Vargas,Marlene,,Rodriguez,02,2,2017-05-06,7,2,1,Cebuano,Bible Baptist Church,1,02000000
Pundaguitan,PUN-0003,PUN-0003-2,Herrera,Marissa,,Martinez,02,2,1988-03-16,36,1,2,Sarangani,Roman Catholic,1,21400105
Pundaguitan,PUN-0003,PUN-0003-3,Vargas,Daniel,IV,Castro,07,1,1975-12-07,49,8,2,Sarangani,Roman Catholic,2,10000104
Pundaguitan,PUN-0003,PUN-0003-4,Vargas,Dorothy,,Morales,08,2,1993-09-04,31,2,2,Cebuano,Islam,1,10000106
Pundaguitan,PUN-0003,PUN-0003-5,Vargas,Emilio,III,Gonzales,06,1,1957-02-28,67,2,2,Manobo,Roman Catholic,1,30400108
Pundaguitan,PUN-0003,PUN-0003-6,Romero,Eva,,Moreno,07,2,1989-12-12,35,1,2,Mandaya,Aglipayan,2,10000106
Pundaguitan,PUN-0004,PUN-0004-1,Flores,Gavino,Sr.,Cabrera,01,1,2001-12-14,23,1,2,Maguindanao,Roman Catholic,2,11000105
Pundaguitan,PUN-0005,PUN-0005-1,Gutierrez,Vilma,,Torres,01,2,2004-03-13,20,8,2,Cebuano,Roman Catholic,1,21400102
Pundaguitan,PUN-0005,PUN-0005-2,Gutierrez,Luisa,,Rodriguez,02,2,1994-01-11,30,8,2,Mandaya,Roman Catholic,1,10000107
Pundaguitan,PUN-0005,PUN-0005-3,Munoz,Diana,,Castillo,07,2,1985-01-05,39,2,2,Mandaya,Islam,1,11000104
Pundaguitan,PUN-0005,PUN-0005-4,Gutierrez,Rosemarie,,Jimenez,06,2,1931-12-22,93,2,2,Cebuano,Iglesia ni Cristo,2,10000104
Pundaguitan,PUN-0006,PUN-0006-1,Munoz,Marianne,,Santos,01,2,2003-01-13,21,8,1,Surigaonon,Roman Catholic,2,11000103
Pundaguitan,PUN-0006,PUN-0006-2,Martinez,Veronica,,Reyes,02,2,1989-07-22,35,2,1,Bisaya/Binisaya,Roman Catholic,1,11000101
Pundaguitan,PUN-0007,PUN-0007-1,Lopez,Monica,,Perez,02,2,2012-03-19,12,8,1,Tagalog,Roman Catholic,1,11000105
Pundaguitan,PUN-0007,PUN-0007-2,Lopez,Trinidad,,Rojas,03,2,2020-12-20,4,2,1,Maguindanao,Roman Catholic,,00000000
Pundaguitan,PUN-0007,PUN-0007-3,Ramirez,Alejandra,,Jimenez,08,2,2003-08-25,21,8,2,Others,Roman Catholic,1,11000104
Pundaguitan,PUN-0007,PUN-0007-4,Lopez,Carmen,,Alvarez,08,2,1985-01-25,39,1,2,Cebuano,Aglipayan,2,21400105
Pundaguitan,PUN-0008,PUN-0008-1,Lopez,Samantha,,Vega,01,2,2000-11-04,24,1,2,Sangirese,Roman Catholic,2,11000101
Pundaguitan,PUN-0008,PUN-0008-2,Ramos,Doroteo,Sr.,Delgado,02,1,1987-05-13,37,1,2,Mandaya,Iglesia ni Cristo,1,21400102
Pundaguitan,PUN-0008,PUN-0008-3,Lopez,Bonifacio,Jr.,Garcia,04,1,2012-11-13,12,2,1,Sarangani,Islam,2,11000102
Pundaguitan,PUN-0008,PUN-0008-4,Lopez,Sandra,,Cruz,07,2,2002-01-23,22,1,1,Others,Roman Catholic,2,21400102
Pundaguitan,PUN-0009,PUN-0009-1,Garcia,Bonifacio,Jr.,Romero,01,1,1957-08-13,67,8,2,Manobo,Roman Catholic,2,10000108
Pundaguitan,PUN-0009,PUN-0009-2,Garcia,Onofre,Jr.,Contreras,05,1,2007-07-10,17,2,1,Davawenyo,Roman Catholic,2,11000108
Pundaguitan,PUN-0010,PUN-0010-1,Morales,Soledad,,Lopez,01,2,1980-01-22,44,1,2,Tausug,Roman Catholic,1,11000102
Pundaguitan,PUN-0010,PUN-0010-2,Morales,Sabina,,Rodriguez,02,2,2006-02-19,18,1,1,Davawenyo,Roman Catholic,2,20400101
Pundaguitan,PUN-0010,PUN-0010-3,Valencia,Isabella,,Rivera,08,2,2005-05-01,19,8,1,Maranao,Roman Catholic,2,20400101
Pundaguitan,PUN-0011,PUN-0011-1,Rodriguez,Fortunato,Sr.,Santos,01,1,1954-05-12,70,8,3,Mandaya,Iglesia ni Cristo,1,20400103
Pundaguitan,PUN-0012,PUN-0012-1,Reyes,Vicente,Sr.,Ramirez,02,1,2024-12-11,0,8,1,Mandaya,Roman Catholic,,00000000
Pundaguitan,PUN-0012,PUN-0012-2,Reyes,Valentin,Jr.,Sanchez,02,1,2006-02-28,18,2,2,Cebuano,Roman Catholic,2,20400103
Pundaguitan,PUN-0012,PUN-0012-3,Reyes,Eligio,IV,Torres,04,1,2015-09-06,9,2,1,Cebuano,Roman Catholic,2,02100000
Pundaguitan,PUN-0012,PUN-0012-4,Reyes,Lorenzo,III,Ramos,07,1,2004-03-01,20,8,2,Cebuano,Islam,2,20400103
Pundaguitan,PUN-0013,PUN-0013-1,Molina,Katherine,,Perez,01,2,1996-12-27,28,1,2,Sangirese,United Church of Christ,1,10000107
Pundaguitan,PUN-0013,PUN-0013-2,Molina,Wenceslao,IV,Gutierrez,02,1,1984-11-11,40,8,2,Maguindanao,Roman Catholic,2,11000108
Pundaguitan,PUN-0013,PUN-0013-3,Molina,Rosalinda,,Jimenez,04,2,2015-04-01,9,2,1,Maguindanao,Roman Catholic,1,10000105
Pundaguitan,PUN-0013,PUN-0013-4,Molina,Alfonso,Jr.,Jimenez,04,1,2013-07-09,11,2,1,Sangirese,Roman Catholic,1,10000105
Pundaguitan,PUN-0013,PUN-0013-5,Molina,Gavino,IV,Dela Cruz,06,1,2001-07-21,23,8,1,Others,Islam,1,11000104
Pundaguitan,PUN-0014,PUN-0014-1,Silva,Fermin,Jr.,Reyes,01,1,1987-06-08,37,8,2,Maranao,Islam,2,10000102
Pundaguitan,PUN-0015,PUN-0015-1,Bautista,Humberto,,Guerrero,02,1,2024-09-15,0,8,1,Davawenyo,Roman Catholic,,00000000
Pundaguitan,PUN-0015,PUN-0015-2,Bautista,Eusebio,Jr.,Herrera,03,1,2020-04-09,4,2,1,Cebuano,Roman Catholic,,00000000
Pundaguitan,PUN-0016,PUN-0016-1,Cabrera,Gloria,,Ramirez,02,2,2022-08-05,2,1,1,Cebuano,Roman Catholic,,00000000
Pundaguitan,PUN-0017,PUN-0017-1,Cruz,Salome,,Estrada,01,2,1976-08-14,48,8,2,Kalagan,Roman Catholic,1,11000104
Pundaguitan,PUN-0017,PUN-0017-2,Molina,Lorenzo,Sr.,Moreno,02,1,2006-12-11,18,1,2,Sangil,Roman Catholic,2,11000108
Pundaguitan,PUN-0018,PUN-0018-1,Sanchez,Rosemarie,,Bautista,01,2,1983-12-02,41,2,2,Bisaya/Binisaya,Roman Catholic,2,10000105
Pundaguitan,PUN-0018,PUN-0018-2,Cruz,Graciela,,Espinoza,02,2,1990-10-17,34,2,2,Sarangani,Roman Catholic,1,11000201
Pundaguitan,PUN-0019,PUN-0019-1,Castillo,Hilario,III,Gutierrez,01,1,1990-10-13,34,2,2,Others,Islam,2,21400103
Pundaguitan,PUN-0019,PUN-0019-2,Castillo,Alfredo,III,Perez,02,1,1990-05-21,34,2,2,Davawenyo,Roman Catholic,2,21400102
Pundaguitan,PUN-0019,PUN-0019-3,Castro,Wilfredo,IV,Vargas,07,1,1946-01-25,78,1,3,Sarangani,Islam,2,11000101
Pundaguitan,PUN-0020,PUN-0020-1,Flores,Antonia,,Gutierrez,01,2,1995-06-05,29,1,2,Sangirese,Roman Catholic,1,11000104
Pundaguitan,PUN-0020,PUN-0020-2,Herrera,Augusto,Jr.,Vega,02,1,2006-12-23,18,2,2,Bisaya/Binisaya,Roman Catholic,1,11000104
Pundaguitan,PUN-0021,PUN-0021-1,Morales,Virgilio,Jr.,Perez,01,1,1979-02-01,45,2,2,Cebuano,Roman Catholic,2,10000106
Pundaguitan,PUN-0021,PUN-0021-2,Morales,Ireneo,Sr.,Santos,04,1,2019-08-24,5,8,1,Manobo,Roman Catholic,2,00000000
Pundaguitan,PUN-0021,PUN-0021-3,Morales,Ruperto,III,Santos,04,1,2017-07-05,7,8,1,Davawenyo,Roman Catholic,1,10000105
Pundaguitan,PUN-0021,PUN-0021-4,Morales,Marianne,,Gonzales,07,2,1991-03-09,33,2,1,Others,Roman Catholic,1,11000104
Pundaguitan,PUN-0021,PUN-0021-5,Martinez,Quirino,,Valencia,06,1,1997-06-21,27,1,2,Surigaonon,Roman Catholic,1,11000202
Pundaguitan,PUN-0022,PUN-0022-1,Herrera,Urbano,Sr.,Diaz,02,1,2018-08-10,6,1,1,Surigaonon,Bible Baptist Church,1,10000103
Pundaguitan,PUN-0022,PUN-0022-2,Herrera,Purificacion,,Morales,02,2,1997-09-02,27,1,2,Sarangani,Roman Catholic,2,11000105
Pundaguitan,PUN-0022,PUN-0022-3,Herrera,Ruben,Jr.,Gonzalez,08,1,1994-07-08,30,1,2,Bisaya/Binisaya,Roman Catholic,1,11000101
Pundaguitan,PUN-0022,PUN-0022-4,Herrera,Angela,,Aguilar,08,2,2001-04-10,23,2,1,Sangil,Others,2,20400103
Pundaguitan,PUN-0022,PUN-0022-5,Rodriguez,Manuela,,Silva,06,2,1999-10-27,25,8,2,Davawenyo,Roman Catholic,2,10000107
Pundaguitan,PUN-0022,PUN-0022-6,Herrera,Tomas,III,Molina,07,1,1999-08-07,25,2,2,Sarangani,Roman Catholic,2,11000201
Pundaguitan,PUN-0023,PUN-0023-1,Herrera,Eduardo,III,Ruiz,01,1,1975-11-01,49,1,2,Tagalog,Islam,1,10000104
Pundaguitan,PUN-0023,PUN-0023-2,Herrera,Gabriela,,Jimenez,02,2,2006-05-28,18,2,2,Others,Roman Catholic,2,11000105
Pundaguitan,PUN-0023,PUN-0023-3,Herrera,Sofia,,Morales,04,2,2014-02-18,10,8,1,Manobo,Roman Catholic,2,00000000
Pundaguitan,PUN-0024,PUN-0024-1,Contreras,Oswaldo,Sr.,Morales,01,1,1998-10-22,26,8,2,Mandaya,Roman Catholic,2,20400103
Pundaguitan,PUN-0024,PUN-0024-2,Contreras,Cirilo,III,Guerrero,02,1,1964-01-10,60,8,2,Mandaya,Roman Catholic,2,10000101
Pundaguitan,PUN-0025,PUN-0025-1,Alvarez,Nora,,Rivera,02,2,2022-02-07,2,1,1,Maguindanao,Roman Catholic,,00000000
Pundaguitan,PUN-0025,PUN-0025-2,Alvarez,Esteban,IV,Reyes,02,1,2000-10-06,24,2,1,Manobo,Others,1,11000202
Pundaguitan,PUN-0025,PUN-0025-3,Alvarez,Wilfredo,,Herrera,04,1,2010-02-06,14,1,1,Manobo,Roman Catholic,1,11000104
Pundaguitan,PUN-0026,PUN-0026-1,Herrera,Domingo,IV,Alvarez,01,1,1973-12-22,51,1,2,Surigaonon,Islam,2,11000201
Pundaguitan,PUN-0026,PUN-0026-2,Herrera,Wilhelmina,,Alvarez,02,2,1936-05-21,88,2,2,Kalagan,Islam,2,11000202
Pundaguitan,PUN-0026,PUN-0026-3,Herrera,Dionisio,Sr.,Castillo,06,1,2003-09-14,21,2,1,Tausug,Iglesia ni Cristo,2,20400101
Pundaguitan,PUN-0027,PUN-0027-1,Silva,Braulio,Sr.,Rivera,02,1,2015-08-23,9,2,1,Bisaya/Binisaya,Roman Catholic,1,00000000
Pundaguitan,PUN-0028,PUN-0028-1,Gomez,Teodoro,III,Castillo,01,1,1976-02-19,48,1,2,Mandaya,Jehovah's Witnesses,1,30400107
Pundaguitan,PUN-0028,PUN-0028-2,Gomez,Luisa,,Cabrera,03,2,2024-05-01,0,1,1,Manobo,Roman Catholic,,00000000
Pundaguitan,PUN-0029,PUN-0029-1,Vargas,Nathaniel,,Morales,01,1,1981-06-10,43,8,2,Sangirese,Roman Catholic,1,11000103
Pundaguitan,PUN-0029,PUN-0029-2,Vargas,Dionisio,III,Martinez,02,1,1970-11-04,54,8,2,Tagalog,Islam,2,11000101
Pundaguitan,PUN-0029,PUN-0029-3,Vargas,Leticia,,Castillo,07,2,1992-04-15,32,2,1,Sangirese,Roman Catholic,1,11000101
Pundaguitan,PUN-0029,PUN-0029-4,Vargas,Teodoro,IV,Dela Rosa,08,1,1984-02-08,40,1,2,Davawenyo,Roman Catholic,2,11000201
Pundaguitan,PUN-0029,PUN-0029-5,Vargas,Andrea,,Alvarez,03,2,2023-05-09,1,8,1,Cebuano,Bible Baptist Church,,00000000
Pundaguitan,PUN-0029,PUN-0029-6,Vargas,Quintin,,Jimenez,08,1,1971-06-04,53,1,1,Surigaonon,Evangelical,2,20400105
Pundaguitan,PUN-0030,PUN-0030-1,Mendoza,Victor,IV,Gonzales,01,1,1939-05-01,85,8,2,Tagalog,Roman Catholic,2,11000201
Pundaguitan,PUN-0031,PUN-0031-1,Rivera,Liza,,Garcia,01,2,1981-06-02,43,1,2,Maguindanao,Evangelical,1,11000104
Pundaguitan,PUN-0031,PUN-0031-2,Rivera,Nicolas,Sr.,Torres,04,1,2016-06-23,8,8,1,Cebuano,Roman Catholic,2,10000102
Pundaguitan,PUN-0031,PUN-0031-3,Rivera,Pablo,Sr.,Torres,04,1,2014-06-02,10,2,1,Tausug,Jehovah's Witnesses,1,10000101
Pundaguitan,PUN-0031,PUN-0031-4,Munoz,Pablo,Sr.,Herrera,08,1,1992-11-14,32,1,2,Sangirese,Islam,2,10000108
Pundaguitan,PUN-0031,PUN-0031-5,Rivera,Gavino,Jr.,Torres,03,1,2020-03-07,4,8,1,Kalagan,Roman Catholic,,00000000
Pundaguitan,PUN-0032,PUN-0032-1,Delgado,Domingo,,Molina,01,1,1992-01-10,32,1,2,Maranao,Islam,1,21400101
Pundaguitan,PUN-0032,PUN-0032-2,Delgado,Ireneo,,Estrada,04,1,2011-05-21,13,1,1,Sarangani,Others,2,11000102
Pundaguitan,PUN-0033,PUN-0033-1,Romero,Nicanor,,Morales,02,1,2007-05-01,17,2,2,Maguindanao,Others,2,10000103
Pundaguitan,PUN-0033,PUN-0033-2,Romero,Carolina,,Flores,04,2,2016-02-24,8,2,1,Maranao,Roman Catholic,1,00000000
Pundaguitan,PUN-0033,PUN-0033-3,Romero,Margarita,,Reyes,08,2,1936-06-19,88,1,2,Sarangani,Islam,2,11000201
Pundaguitan,PUN-0033,PUN-0033-4,Romero,Lucia,,Lopez,07,2,1996-09-28,28,1,2,Davawenyo,Roman Catholic,1,20400103
Pundaguitan,PUN-0033,PUN-0033-5,Romero,Amalia,,Vargas,06,2,1996-06-03,28,2,1,Maranao,Roman Catholic,2,11000102
Pundaguitan,PUN-0034,PUN-0034-1,Herrera,Marilou,,Gonzales,01,2,1982-07-20,42,2,2,Manobo,Islam,1,10000102
Pundaguitan,PUN-0034,PUN-0034-2,Herrera,Ruth,,Rodriguez,02,2,2003-09-18,21,1,2,Sangil,Roman Catholic,2,21400103
Pundaguitan,PUN-0034,PUN-0034-3,Medina,Trinidad,,Bautista,08,2,1928-10-26,96,2,3,Tagalog,Islam,1,10000107
Pundaguitan,PUN-0034,PUN-0034-4,Herrera,Beatriz,,Reyes,03,2,2020-03-11,4,2,1,Sangil,Seventh-day Adventist,,00000000
Pundaguitan,PUN-0034,PUN-0034-5,Herrera,Valentin,Jr.,Perez,08,1,1973-12-08,51,1,2,Bisaya/Binisaya,Roman Catholic,1,11000102
Pundaguitan,PUN-0034,PUN-0034-6,Herrera,Orlando,Sr.,Reyes,04,1,2015-10-09,9,8,1,Manobo,Roman Catholic,2,02000000
Pundaguitan,PUN-0035,PUN-0035-1,Herrera,Clemente,Jr.,Alvarez,01,1,2000-12-19,24,1,1,Kalagan,Roman Catholic,1,20400102
Pundaguitan,PUN-0035,PUN-0035-2,Munoz,Crisostomo,Jr.,Castillo,02,1,1984-01-16,40,2,2,Tausug,Roman Catholic,1,11000104
Pundaguitan,PUN-0036,PUN-0036-1,Gonzales,Sabina,,Cabrera,01,2,1990-05-28,34,8,2,Sarangani,Roman Catholic,2,10000103
Pundaguitan,PUN-0037,PUN-0037-1,Ramos,Celia,,Rodriguez,02,2,2010-09-21,14,1,1,Kalagan,Roman Catholic,2,10000104
Pundaguitan,PUN-0037,PUN-0037-2,Jimenez,Bienvenido,,Gomez,02,1,1992-08-06,32,8,2,Maranao,Roman Catholic,2,11000203
Pundaguitan,PUN-0037,PUN-0037-3,Ramos,Faustino,Sr.,Vargas,08,1,1988-06-28,36,8,2,Mandaya,Roman Catholic,1,20400101
Pundaguitan,PUN-0037,PUN-0037-4,Medina,Ofelia,,Lopez,06,2,1974-12-13,50,1,2,Tagalog,Roman Catholic,2,11000103
Pundaguitan,PUN-0037,PUN-0037-5,Ramos,Pablo,Sr.,Mendoza,06,1,1988-01-17,36,1,1,Sangirese,Islam,1,10000106
Pundaguitan,PUN-0038,PUN-0038-1,Bautista,Nicolas,III,Gonzales,01,1,2002-01-15,22,2,2,Bisaya/Binisaya,Roman Catholic,2,20400105
Pundaguitan,PUN-0038,PUN-0038-2,Bautista,Hernando,Jr.,Garcia,02,1,1990-05-26,34,8,2,Davawenyo,Roman Catholic,1,11000202
Pundaguitan,PUN-0038,PUN-0038-3,Bautista,Amparo,,Lopez,07,2,1939-07-09,85,8,2,Bisaya/Binisaya,Roman Catholic,2,10000105
Pundaguitan,PUN-0039,PUN-0039-1,Espinoza,Cornelio,III,Rivera,02,1,2017-04-23,7,2,1,Surigaonon,Others,1,10000102
Pundaguitan,PUN-0039,PUN-0039-2,Espinoza,Eugenio,,Jimenez,02,1,1960-04-09,64,8,2,Mandaya,Roman Catholic,1,11000202
Pundaguitan,PUN-0039,PUN-0039-3,Espinoza,Ursula,,Alvarez,03,2,2022-09-07,2,1,1,Sarangani,Roman Catholic,,00000000
Pundaguitan,PUN-0039,PUN-0039-4,Espinoza,Herminia,,Herrera,07,2,1951-08-28,73,1,2,Bisaya/Binisaya,Islam,1,10000104
Pundaguitan,PUN-0039,PUN-0039-5,Espinoza,Nicanor,IV,Sanchez,06,1,1977-05-11,47,2,2,Mandaya,Jehovah's Witnesses,2,21400102
Pundaguitan,PUN-0039,PUN-0039-6,Espinoza,Virgilio,III,Contreras,06,1,2004-08-14,20,1,1,Tagalog,Roman Catholic,1,20400102
Pundaguitan,PUN-0040,PUN-0040-1,Bautista,Severino,,Gutierrez,02,1,2010-08-01,14,8,1,Tagalog,Roman Catholic,1,11000102
Pundaguitan,PUN-0040,PUN-0040-2,Bautista,Evangeline,,Jimenez,02,2,1943-09-18,81,8,3,Sarangani,Roman Catholic,1,11000101
Pundaguitan,PUN-0040,PUN-0040-3,Bautista,Amalia,,Gonzales,07,2,1995-02-20,29,2,2,Cebuano,Islam,1,20400102
